entry_id,persona_id,t_index,date,persona_name,persona_age,persona_profession,persona_culture,session_chars,prompt_chars,alignment_self_direction,alignment_stimulation,alignment_hedonism,alignment_achievement,alignment_power,alignment_security,alignment_conformity,alignment_tradition,alignment_benevolence,alignment_universalism
7cc5cf92__0,7cc5cf92,0,2025-06-27,Arjun Venkataraman,25-34,Software Engineer,South Asian,1075,12169,0,0,0,1,1,0,1,1,1,0
7cc5cf92__1,7cc5cf92,1,2025-07-02,Arjun Venkataraman,25-34,Software Engineer,South Asian,126,11220,0,0,0,0,1,1,0,-1,-1,0
7cc5cf92__2,7cc5cf92,2,2025-07-08,Arjun Venkataraman,25-34,Software Engineer,South Asian,474,11568,0,0,-1,1,1,0,0,0,0,0
7cc5cf92__3,7cc5cf92,3,2025-07-10,Arjun Venkataraman,25-34,Software Engineer,South Asian,1521,12615,-1,0,0,1,1,0,1,1,0,0
7cc5cf92__4,7cc5cf92,4,2025-07-17,Arjun Venkataraman,25-34,Software Engineer,South Asian,208,11302,0,0,0,1,1,0,1,0,0,0
7cc5cf92__5,7cc5cf92,5,2025-07-21,Arjun Venkataraman,25-34,Software Engineer,South Asian,616,11710,0,0,0,0,1,1,1,1,-1,0
7cc5cf92__6,7cc5cf92,6,2025-07-22,Arjun Venkataraman,25-34,Software Engineer,South Asian,1104,12198,0,0,0,1,1,0,0,1,-1,0
7cc5cf92__7,7cc5cf92,7,2025-07-29,Arjun Venkataraman,25-34,Software Engineer,South Asian,1021,12115,0,0,-1,1,1,0,0,1,-1,0
7cc5cf92__8,7cc5cf92,8,2025-07-31,Arjun Venkataraman,25-34,Software Engineer,South Asian,419,11513,1,0,0,1,1,0,0,0,0,0
7cc5cf92__9,7cc5cf92,9,2025-08-03,Arjun Venkataraman,25-34,Software Engineer,South Asian,482,11576,0,0,0,1,1,0,0,0,-1,0
7cc5cf92__10,7cc5cf92,10,2025-08-03,Arjun Venkataraman,25-34,Software Engineer,South Asian,1626,12720,-1,0,0,1,1,0,0,1,1,0
7ff1d0fb__0,7ff1d0fb,0,2025-11-26,Seo-yun Park,25-34,Artist,East Asian,878,11960,1,0,0,0,0,0,1,0,0,0
7ff1d0fb__1,7ff1d0fb,1,2025-11-30,Seo-yun Park,25-34,Artist,East Asian,323,11405,0,0,0,0,0,0,0,1,0,0
7ff1d0fb__2,7ff1d0fb,2,2025-12-07,Seo-yun Park,25-34,Artist,East Asian,1276,12358,0,0,0,1,0,0,1,0,0,0
7ff1d0fb__3,7ff1d0fb,3,2025-12-07,Seo-yun Park,25-34,Artist,East Asian,746,11828,0,0,0,1,0,0,0,1,0,0
7ff1d0fb__4,7ff1d0fb,4,2025-12-07,Seo-yun Park,25-34,Artist,East Asian,719,11801,1,0,0,0,0,0,0,1,0,0
7ff1d0fb__5,7ff1d0fb,5,2025-12-07,Seo-yun Park,25-34,Artist,East Asian,492,11574,0,0,0,0,0,1,0,0,1,0
7ff1d0fb__6,7ff1d0fb,6,2025-12-14,Seo-yun Park,25-34,Artist,East Asian,773,11855,0,0,0,0,0,1,0,1,0,0
806f76a7__0,806f76a7,0,2025-12-01,Maya Littlefeather,18-24,Gig Worker,North American,1697,12773,1,0,0,0,0,0,0,-1,-1,0
806f76a7__1,806f76a7,1,2025-12-10,Maya Littlefeather,18-24,Gig Worker,North American,1207,12283,0,0,0,0,0,1,0,-1,-1,0
806f76a7__2,806f76a7,2,2025-12-15,Maya Littlefeather,18-24,Gig Worker,North American,2079,13155,0,0,0,0,0,-1,0,1,1,0
81e96381__0,81e96381,0,2025-03-08,Rodrigo Espinoza,35-44,Grad Student,Latin American,1227,12327,1,0,0,1,0,0,0,0,0,0
81e96381__1,81e96381,1,2025-03-12,Rodrigo Espinoza,35-44,Grad Student,Latin American,1204,12304,-1,0,0,0,0,0,1,0,0,0
81e96381__2,81e96381,2,2025-03-18,Rodrigo Espinoza,35-44,Grad Student,Latin American,798,11898,1,0,0,0,0,0,-1,0,0,0
81e96381__3,81e96381,3,2025-03-18,Rodrigo Espinoza,35-44,Grad Student,Latin American,868,11968,1,0,0,1,0,0,0,0,0,0
81e96381__4,81e96381,4,2025-03-21,Rodrigo Espinoza,35-44,Grad Student,Latin American,1271,12371,1,0,0,0,1,0,0,0,0,0
81e96381__5,81e96381,5,2025-03-22,Rodrigo Espinoza,35-44,Grad Student,Latin American,778,11878,1,0,0,0,-1,0,0,0,0,0
81e96381__6,81e96381,6,2025-03-24,Rodrigo Espinoza,35-44,Grad Student,Latin American,377,11477,0,0,0,0,-1,0,0,0,0,0
81e96381__7,81e96381,7,2025-03-24,Rodrigo Espinoza,35-44,Grad Student,Latin American,1271,12371,1,0,0,1,1,0,0,0,0,0
825125b1__0,825125b1,0,2025-10-11,Megan Kowalski,25-34,Parent (Stay-at-home),North American,495,11580,-1,0,0,0,0,0,1,0,0,0
825125b1__1,825125b1,1,2025-10-12,Megan Kowalski,25-34,Parent (Stay-at-home),North American,1458,12543,-1,0,0,-1,0,1,0,0,1,0
825125b1__2,825125b1,2,2025-10-13,Megan Kowalski,25-34,Parent (Stay-at-home),North American,501,11586,-1,0,0,0,0,0,1,0,0,0
825125b1__3,825125b1,3,2025-10-16,Megan Kowalski,25-34,Parent (Stay-at-home),North American,1217,12302,-1,0,-1,0,0,0,1,1,1,0
825125b1__4,825125b1,4,2025-10-16,Megan Kowalski,25-34,Parent (Stay-at-home),North American,698,11783,-1,0,-1,0,0,0,1,0,0,0
849a9d72__0,849a9d72,0,2025-06-09,Tariq Al-Harbi,25-34,Manager,Middle Eastern,288,11355,0,-1,0,0,0,1,0,0,0,0
849a9d72__1,849a9d72,1,2025-06-14,Tariq Al-Harbi,25-34,Manager,Middle Eastern,221,11288,0,0,0,0,0,0,0,0,0,0
849a9d72__2,849a9d72,2,2025-06-21,Tariq Al-Harbi,25-34,Manager,Middle Eastern,724,11791,0,0,0,0,0,1,0,0,-1,0
849a9d72__3,849a9d72,3,2025-06-26,Tariq Al-Harbi,25-34,Manager,Middle Eastern,313,11380,0,-1,0,0,0,1,0,0,0,0
849a9d72__4,849a9d72,4,2025-07-02,Tariq Al-Harbi,25-34,Manager,Middle Eastern,268,11335,0,0,0,0,0,1,0,0,0,0
849a9d72__5,849a9d72,5,2025-07-07,Tariq Al-Harbi,25-34,Manager,Middle Eastern,783,11850,0,0,0,0,0,1,0,0,0,0
849a9d72__6,849a9d72,6,2025-07-07,Tariq Al-Harbi,25-34,Manager,Middle Eastern,748,11815,0,0,0,0,0,1,0,0,0,0
849a9d72__7,849a9d72,7,2025-07-07,Tariq Al-Harbi,25-34,Manager,Middle Eastern,573,11640,0,0,0,1,0,1,0,0,1,0
849a9d72__8,849a9d72,8,2025-07-10,Tariq Al-Harbi,25-34,Manager,Middle Eastern,528,11595,0,0,0,0,0,0,0,0,0,0
849a9d72__9,849a9d72,9,2025-07-10,Tariq Al-Harbi,25-34,Manager,Middle Eastern,904,11971,0,0,0,0,0,1,0,0,0,0
8594a3ef__0,8594a3ef,0,2025-11-14,Priya Menon,35-44,Teacher,South Asian,367,11468,1,0,0,0,0,0,0,0,0,1
8594a3ef__1,8594a3ef,1,2025-11-15,Priya Menon,35-44,Teacher,South Asian,655,11756,-1,0,0,0,0,0,1,0,0,1
8594a3ef__2,8594a3ef,2,2025-11-17,Priya Menon,35-44,Teacher,South Asian,549,11650,-1,0,0,0,0,1,1,0,0,1
8662a63f__0,8662a63f,0,2025-02-03,Marguerite Delacroix,35-44,Parent (Stay-at-home),Western European,769,11860,0,0,0,0,0,0,0,-1,-1,0
8662a63f__1,8662a63f,1,2025-02-08,Marguerite Delacroix,35-44,Parent (Stay-at-home),Western European,1043,12134,-1,0,-1,0,0,0,0,1,1,0
8662a63f__2,8662a63f,2,2025-02-11,Marguerite Delacroix,35-44,Parent (Stay-at-home),Western European,1047,12138,0,0,0,0,0,0,0,1,1,0
8662a63f__3,8662a63f,3,2025-02-17,Marguerite Delacroix,35-44,Parent (Stay-at-home),Western European,1080,12171,0,0,0,0,0,1,0,1,1,0
8662a63f__4,8662a63f,4,2025-02-21,Marguerite Delacroix,35-44,Parent (Stay-at-home),Western European,1242,12333,-1,-1,-1,-1,0,1,1,1,1,0
8662a63f__5,8662a63f,5,2025-02-25,Marguerite Delacroix,35-44,Parent (Stay-at-home),Western European,926,12017,0,0,-1,0,0,0,0,1,1,1
87b8187f__0,87b8187f,0,2025-07-26,Nadia Khoury,35-44,Artist,Middle Eastern,396,11492,0,0,0,1,0,1,0,0,0,0
87b8187f__1,87b8187f,1,2025-08-01,Nadia Khoury,35-44,Artist,Middle Eastern,890,11986,1,0,0,0,0,0,0,0,0,0
87b8187f__2,87b8187f,2,2025-08-04,Nadia Khoury,35-44,Artist,Middle Eastern,569,11665,0,0,0,0,0,1,0,0,0,0
87b8187f__3,87b8187f,3,2025-08-04,Nadia Khoury,35-44,Artist,Middle Eastern,502,11598,1,0,0,0,0,1,0,0,0,0
87b8187f__4,87b8187f,4,2025-08-05,Nadia Khoury,35-44,Artist,Middle Eastern,594,11690,1,0,0,0,0,-1,0,0,0,0
87b8187f__5,87b8187f,5,2025-08-12,Nadia Khoury,35-44,Artist,Middle Eastern,242,11338,0,0,0,0,0,1,0,0,0,0
87b8187f__6,87b8187f,6,2025-08-14,Nadia Khoury,35-44,Artist,Middle Eastern,697,11793,1,0,0,1,0,0,0,0,0,0
87b8187f__7,87b8187f,7,2025-08-21,Nadia Khoury,35-44,Artist,Middle Eastern,1112,12208,0,0,0,1,0,1,0,0,0,0
87b8187f__8,87b8187f,8,2025-08-26,Nadia Khoury,35-44,Artist,Middle Eastern,1356,12452,0,0,0,0,0,1,0,0,1,0
87b8187f__9,87b8187f,9,2025-08-29,Nadia Khoury,35-44,Artist,Middle Eastern,334,11430,0,0,0,0,0,0,0,0,0,0
87b8187f__10,87b8187f,10,2025-09-02,Nadia Khoury,35-44,Artist,Middle Eastern,1185,12281,1,0,0,0,0,1,0,0,0,0
87e92805__0,87e92805,0,2025-03-13,Roberto Estrada,45-54,Gig Worker,Latin American,775,11866,0,0,1,0,0,1,0,0,0,0
87e92805__1,87e92805,1,2025-03-17,Roberto Estrada,45-54,Gig Worker,Latin American,587,11678,1,0,0,0,0,-1,-1,0,0,0
87e92805__2,87e92805,2,2025-03-23,Roberto Estrada,45-54,Gig Worker,Latin American,1399,12490,1,0,0,0,0,-1,0,0,0,0
87e92805__3,87e92805,3,2025-03-24,Roberto Estrada,45-54,Gig Worker,Latin American,224,11315,0,0,0,0,0,1,0,0,0,0
87e92805__4,87e92805,4,2025-03-31,Roberto Estrada,45-54,Gig Worker,Latin American,1416,12507,0,0,0,0,0,1,0,0,0,0
87e92805__5,87e92805,5,2025-03-31,Roberto Estrada,45-54,Gig Worker,Latin American,229,11320,0,0,-1,1,0,1,0,0,0,0
87e92805__6,87e92805,6,2025-04-01,Roberto Estrada,45-54,Gig Worker,Latin American,1219,12310,0,0,1,0,0,-1,0,0,0,0
87e92805__7,87e92805,7,2025-04-03,Roberto Estrada,45-54,Gig Worker,Latin American,209,11300,0,0,1,0,0,1,0,0,0,0
87e92805__8,87e92805,8,2025-04-10,Roberto Estrada,45-54,Gig Worker,Latin American,1584,12675,1,0,0,0,0,-1,0,0,0,0
87e92805__9,87e92805,9,2025-04-11,Roberto Estrada,45-54,Gig Worker,Latin American,1469,12560,0,0,1,0,0,-1,0,0,0,0
87e92805__10,87e92805,10,2025-04-18,Roberto Estrada,45-54,Gig Worker,Latin American,824,11915,0,0,1,1,0,1,0,0,0,0
881c7960__0,881c7960,0,2025-01-18,Ricardo Espinoza,45-54,Software Engineer,Latin American,766,11875,0,0,0,1,0,0,1,0,0,0
881c7960__1,881c7960,1,2025-01-20,Ricardo Espinoza,45-54,Software Engineer,Latin American,1159,12268,-1,0,0,0,0,1,1,0,0,0
881c7960__2,881c7960,2,2025-01-26,Ricardo Espinoza,45-54,Software Engineer,Latin American,1269,12378,0,0,0,1,0,0,1,0,0,0
881c7960__3,881c7960,3,2025-01-26,Ricardo Espinoza,45-54,Software Engineer,Latin American,1317,12426,0,0,0,1,0,0,1,0,0,0
881c7960__4,881c7960,4,2025-01-31,Ricardo Espinoza,45-54,Software Engineer,Latin American,341,11450,0,0,0,0,0,0,0,0,0,0
881c7960__5,881c7960,5,2025-02-02,Ricardo Espinoza,45-54,Software Engineer,Latin American,1990,13099,0,0,0,1,0,0,1,0,0,0
881c7960__6,881c7960,6,2025-02-05,Ricardo Espinoza,45-54,Software Engineer,Latin American,935,12044,0,0,0,1,0,0,1,0,0,0
881c7960__7,881c7960,7,2025-02-12,Ricardo Espinoza,45-54,Software Engineer,Latin American,322,11431,0,0,0,1,0,0,1,0,0,0
882767c0__0,882767c0,0,2025-02-07,Renata Villalobos,35-44,Artist,Latin American,1003,12086,0,0,0,1,1,0,0,0,0,0
882767c0__1,882767c0,1,2025-02-12,Renata Villalobos,35-44,Artist,Latin American,689,11772,0,0,0,1,0,1,0,0,0,0
882767c0__2,882767c0,2,2025-02-17,Renata Villalobos,35-44,Artist,Latin American,248,11331,-1,0,0,0,-1,0,0,0,0,0
882767c0__3,882767c0,3,2025-02-22,Renata Villalobos,35-44,Artist,Latin American,711,11794,0,0,0,0,1,0,0,0,0,0
882767c0__4,882767c0,4,2025-02-23,Renata Villalobos,35-44,Artist,Latin American,1038,12121,0,0,0,0,0,1,0,0,0,0
882767c0__5,882767c0,5,2025-02-27,Renata Villalobos,35-44,Artist,Latin American,1605,12688,0,0,0,0,1,1,0,0,0,0
882767c0__6,882767c0,6,2025-03-05,Renata Villalobos,35-44,Artist,Latin American,481,11564,1,0,0,0,1,0,0,0,0,0
882767c0__7,882767c0,7,2025-03-11,Renata Villalobos,35-44,Artist,Latin American,238,11321,0,0,0,1,0,0,0,0,0,0
882767c0__8,882767c0,8,2025-03-18,Renata Villalobos,35-44,Artist,Latin American,807,11890,0,0,0,1,0,1,0,0,0,0
882767c0__9,882767c0,9,2025-03-22,Renata Villalobos,35-44,Artist,Latin American,559,11642,0,0,0,0,1,0,0,0,0,0
882767c0__10,882767c0,10,2025-03-25,Renata Villalobos,35-44,Artist,Latin American,467,11550,0,0,0,0,1,1,0,0,0,0
88f2ee2c__0,88f2ee2c,0,2025-10-11,Sander Hoekstra,35-44,Gig Worker,Western European,1223,12302,0,0,-1,0,0,0,0,0,1,0
88f2ee2c__1,88f2ee2c,1,2025-10-12,Sander Hoekstra,35-44,Gig Worker,Western European,819,11898,0,0,0,0,0,0,0,0,1,0
88f2ee2c__2,88f2ee2c,2,2025-10-12,Sander Hoekstra,35-44,Gig Worker,Western European,743,11822,0,0,0,0,0,0,0,0,1,0
88f2ee2c__3,88f2ee2c,3,2025-10-13,Sander Hoekstra,35-44,Gig Worker,Western European,901,11980,0,0,0,0,0,0,0,0,1,0
88f2ee2c__4,88f2ee2c,4,2025-10-15,Sander Hoekstra,35-44,Gig Worker,Western European,1522,12601,-1,0,0,0,0,0,0,0,1,0
88f2ee2c__5,88f2ee2c,5,2025-10-18,Sander Hoekstra,35-44,Gig Worker,Western European,345,11424,0,0,1,0,0,0,0,0,1,0
88f2ee2c__6,88f2ee2c,6,2025-10-19,Sander Hoekstra,35-44,Gig Worker,Western European,1637,12716,0,0,-1,0,0,0,0,0,1,0
8da1ab6d__0,8da1ab6d,0,2025-06-23,Arvind Krishnamurthy,55+,Software Engineer,South Asian,667,11753,0,0,0,0,0,0,1,0,0,1
8da1ab6d__1,8da1ab6d,1,2025-06-24,Arvind Krishnamurthy,55+,Software Engineer,South Asian,489,11575,1,0,0,0,0,0,0,1,1,1
8da1ab6d__2,8da1ab6d,2,2025-06-27,Arvind Krishnamurthy,55+,Software Engineer,South Asian,159,11245,1,1,0,1,0,0,0,1,1,1
8da1ab6d__3,8da1ab6d,3,2025-07-03,Arvind Krishnamurthy,55+,Software Engineer,South Asian,1415,12501,1,1,0,0,0,-1,-1,1,0,1
8da1ab6d__4,8da1ab6d,4,2025-07-06,Arvind Krishnamurthy,55+,Software Engineer,South Asian,896,11982,1,0,0,0,-1,1,0,0,0,1
8da1ab6d__5,8da1ab6d,5,2025-07-09,Arvind Krishnamurthy,55+,Software Engineer,South Asian,919,12005,0,0,0,0,0,0,1,0,0,1
8da1ab6d__6,8da1ab6d,6,2025-07-11,Arvind Krishnamurthy,55+,Software Engineer,South Asian,999,12085,1,0,0,0,0,0,0,1,1,1
8da1ab6d__7,8da1ab6d,7,2025-07-11,Arvind Krishnamurthy,55+,Software Engineer,South Asian,209,11295,0,0,0,0,0,0,0,0,0,0
8da1ab6d__8,8da1ab6d,8,2025-07-17,Arvind Krishnamurthy,55+,Software Engineer,South Asian,487,11573,1,1,0,1,-1,-1,-1,0,1,1
8da1ab6d__9,8da1ab6d,9,2025-07-21,Arvind Krishnamurthy,55+,Software Engineer,South Asian,1085,12171,1,1,0,0,-1,0,0,0,1,1
8da1ab6d__10,8da1ab6d,10,2025-07-22,Arvind Krishnamurthy,55+,Software Engineer,South Asian,739,11825,1,0,1,1,0,0,0,0,1,1
8da4834c__0,8da4834c,0,2025-02-06,Lukas Engström,18-24,Teacher,Western European,1901,12964,-1,0,0,0,-1,0,1,0,0,0
8da4834c__1,8da4834c,1,2025-02-10,Lukas Engström,18-24,Teacher,Western European,1326,12389,0,0,0,1,1,0,0,0,0,0
8da4834c__2,8da4834c,2,2025-02-17,Lukas Engström,18-24,Teacher,Western European,982,12045,-1,0,0,0,-1,0,0,0,0,0
8da4834c__3,8da4834c,3,2025-02-20,Lukas Engström,18-24,Teacher,Western European,831,11894,0,0,0,1,1,0,0,0,0,0
8da4834c__4,8da4834c,4,2025-02-20,Lukas Engström,18-24,Teacher,Western European,423,11486,-1,0,0,0,-1,0,1,0,0,0
8da4834c__5,8da4834c,5,2025-02-24,Lukas Engström,18-24,Teacher,Western European,914,11977,1,0,0,0,1,0,0,0,0,0
8da4834c__6,8da4834c,6,2025-03-02,Lukas Engström,18-24,Teacher,Western European,803,11866,0,0,0,1,1,0,0,0,0,0
8e3b4017__0,8e3b4017,0,2025-04-30,Ricardo Mendieta,45-54,Teacher,Latin American,400,11463,0,0,0,0,1,0,0,0,-1,0
8e3b4017__1,8e3b4017,1,2025-04-30,Ricardo Mendieta,45-54,Teacher,Latin American,431,11494,0,0,0,0,1,0,0,0,-1,0
8e3b4017__2,8e3b4017,2,2025-05-01,Ricardo Mendieta,45-54,Teacher,Latin American,1426,12489,0,0,0,0,-1,0,1,0,0,0
8e3b4017__3,8e3b4017,3,2025-05-02,Ricardo Mendieta,45-54,Teacher,Latin American,414,11477,1,0,0,0,1,0,0,0,0,0
8e3b4017__4,8e3b4017,4,2025-05-07,Ricardo Mendieta,45-54,Teacher,Latin American,422,11485,0,0,-1,1,0,0,0,0,0,0
8e3b4017__5,8e3b4017,5,2025-05-07,Ricardo Mendieta,45-54,Teacher,Latin American,1268,12331,0,0,-1,1,1,1,0,0,-1,0
8e3b4017__6,8e3b4017,6,2025-05-07,Ricardo Mendieta,45-54,Teacher,Latin American,270,11333,0,0,0,0,1,0,0,0,-1,0
8e3b4017__7,8e3b4017,7,2025-05-08,Ricardo Mendieta,45-54,Teacher,Latin American,616,11679,0,0,0,0,1,0,0,0,0,0
8e3b4017__8,8e3b4017,8,2025-05-08,Ricardo Mendieta,45-54,Teacher,Latin American,467,11530,-1,0,0,0,-1,0,1,0,0,0
8f83c818__0,8f83c818,0,2025-05-31,Wei Jun Chen,35-44,Software Engineer,East Asian,1667,12746,-1,0,0,0,0,0,1,0,0,-1
8f83c818__1,8f83c818,1,2025-06-07,Wei Jun Chen,35-44,Software Engineer,East Asian,807,11886,0,0,0,0,0,0,0,0,0,1
8f83c818__2,8f83c818,2,2025-06-09,Wei Jun Chen,35-44,Software Engineer,East Asian,618,11697,0,0,0,0,0,0,0,0,0,0
8f83c818__3,8f83c818,3,2025-06-09,Wei Jun Chen,35-44,Software Engineer,East Asian,197,11276,0,0,0,0,0,0,0,0,0,-1
8f83c818__4,8f83c818,4,2025-06-10,Wei Jun Chen,35-44,Software Engineer,East Asian,147,11226,0,0,0,0,0,0,0,0,0,0
8f83c818__5,8f83c818,5,2025-06-13,Wei Jun Chen,35-44,Software Engineer,East Asian,968,12047,-1,0,0,0,0,0,1,0,0,-1
8f83c818__6,8f83c818,6,2025-06-16,Wei Jun Chen,35-44,Software Engineer,East Asian,1158,12237,0,0,0,0,0,0,0,0,1,1
8f83c818__7,8f83c818,7,2025-06-22,Wei Jun Chen,35-44,Software Engineer,East Asian,225,11304,0,0,0,0,0,0,0,0,0,1
8f83c818__8,8f83c818,8,2025-06-25,Wei Jun Chen,35-44,Software Engineer,East Asian,630,11709,-1,0,0,0,0,0,1,0,0,-1
8f83c818__9,8f83c818,9,2025-07-01,Wei Jun Chen,35-44,Software Engineer,East Asian,788,11867,0,0,0,0,0,0,1,0,0,-1
8f83c818__10,8f83c818,10,2025-07-05,Wei Jun Chen,35-44,Software Engineer,East Asian,802,11881,0,0,0,0,0,0,0,0,0,-1
8fcd7947__0,8fcd7947,0,2025-12-01,Marcus Chen,25-34,Gig Worker,North American,166,11259,0,0,0,0,0,0,0,0,0,0
8fcd7947__1,8fcd7947,1,2025-12-08,Marcus Chen,25-34,Gig Worker,North American,381,11474,0,0,0,0,0,1,0,0,1,0
8fcd7947__2,8fcd7947,2,2025-12-15,Marcus Chen,25-34,Gig Worker,North American,947,12040,0,0,-1,1,0,1,0,0,1,0
8fcd7947__3,8fcd7947,3,2025-12-18,Marcus Chen,25-34,Gig Worker,North American,731,11824,0,0,-1,0,0,1,0,1,1,0
909b67de__0,909b67de,0,2025-02-11,Riya Kapoor,18-24,Entrepreneur,South Asian,934,12026,1,1,0,0,0,0,0,0,-1,0
909b67de__1,909b67de,1,2025-02-15,Riya Kapoor,18-24,Entrepreneur,South Asian,650,11742,0,0,1,1,0,0,0,0,0,0
909b67de__2,909b67de,2,2025-02-22,Riya Kapoor,18-24,Entrepreneur,South Asian,855,11947,1,0,0,0,0,-1,0,0,0,0
909b67de__3,909b67de,3,2025-02-22,Riya Kapoor,18-24,Entrepreneur,South Asian,219,11311,0,0,0,1,0,0,0,0,0,0
909b67de__4,909b67de,4,2025-02-24,Riya Kapoor,18-24,Entrepreneur,South Asian,782,11874,1,0,0,0,0,-1,-1,0,0,0
909b67de__5,909b67de,5,2025-02-24,Riya Kapoor,18-24,Entrepreneur,South Asian,1183,12275,1,1,0,0,0,-1,0,0,0,0
909b67de__6,909b67de,6,2025-03-03,Riya Kapoor,18-24,Entrepreneur,South Asian,390,11482,0,0,0,0,0,-1,0,0,0,0
911ca77a__0,911ca77a,0,2025-06-15,Dirk Van Heusen,45-54,Manager,Western European,377,11461,0,0,0,0,1,0,1,0,0,0
911ca77a__1,911ca77a,1,2025-06-15,Dirk Van Heusen,45-54,Manager,Western European,900,11984,0,0,-1,1,1,0,0,0,0,0
911ca77a__2,911ca77a,2,2025-06-17,Dirk Van Heusen,45-54,Manager,Western European,261,11345,0,0,-1,1,0,0,0,0,0,0
911ca77a__3,911ca77a,3,2025-06-19,Dirk Van Heusen,45-54,Manager,Western European,857,11941,0,0,-1,0,1,0,1,0,0,0
911ca77a__4,911ca77a,4,2025-06-25,Dirk Van Heusen,45-54,Manager,Western European,221,11305,0,0,0,1,1,0,0,0,0,0
911ca77a__5,911ca77a,5,2025-06-30,Dirk Van Heusen,45-54,Manager,Western European,1191,12275,0,0,1,0,1,0,0,0,0,0
911ca77a__6,911ca77a,6,2025-07-05,Dirk Van Heusen,45-54,Manager,Western European,1345,12429,0,0,-1,1,0,0,0,0,-1,0
911ca77a__7,911ca77a,7,2025-07-08,Dirk Van Heusen,45-54,Manager,Western European,222,11306,0,0,0,0,0,0,0,0,0,0
911ca77a__8,911ca77a,8,2025-07-15,Dirk Van Heusen,45-54,Manager,Western European,951,12035,0,0,1,0,1,0,0,0,0,0
911ca77a__9,911ca77a,9,2025-07-18,Dirk Van Heusen,45-54,Manager,Western European,1527,12611,0,0,-1,0,1,0,0,0,0,0
940d34da__0,940d34da,0,2025-07-25,Marcus Delgado,35-44,Gig Worker,North American,1306,12408,1,-1,0,1,0,-1,0,0,0,0
940d34da__1,940d34da,1,2025-08-01,Marcus Delgado,35-44,Gig Worker,North American,1606,12708,1,0,0,1,0,-1,-1,0,0,0
940d34da__2,940d34da,2,2025-08-01,Marcus Delgado,35-44,Gig Worker,North American,553,11655,1,0,0,0,0,0,-1,0,-1,0
940d34da__3,940d34da,3,2025-08-03,Marcus Delgado,35-44,Gig Worker,North American,173,11275,0,0,0,0,0,0,0,0,0,0
940d34da__4,940d34da,4,2025-08-03,Marcus Delgado,35-44,Gig Worker,North American,1461,12563,1,0,0,1,0,-1,0,0,-1,0
940d34da__5,940d34da,5,2025-08-03,Marcus Delgado,35-44,Gig Worker,North American,1169,12271,0,-1,0,-1,0,0,0,0,0,0
940d34da__6,940d34da,6,2025-08-04,Marcus Delgado,35-44,Gig Worker,North American,1055,12157,0,0,0,0,0,0,1,0,1,0
940d34da__7,940d34da,7,2025-08-10,Marcus Delgado,35-44,Gig Worker,North American,2008,13110,0,1,0,1,0,-1,0,0,1,0
9510e81a__0,9510e81a,0,2025-11-11,Lukas Verhoeven,30,Manager,Western European,1412,12473,0,0,0,0,-1,0,1,0,0,0
9510e81a__1,9510e81a,1,2025-11-15,Lukas Verhoeven,30,Manager,Western European,1000,12061,0,0,0,0,1,0,0,0,0,0
9510e81a__2,9510e81a,2,2025-11-22,Lukas Verhoeven,30,Manager,Western European,837,11898,0,0,0,0,1,0,0,0,0,0
9510e81a__3,9510e81a,3,2025-11-25,Lukas Verhoeven,30,Manager,Western European,1713,12774,0,0,0,1,-1,0,0,0,0,0
9510e81a__4,9510e81a,4,2025-11-26,Lukas Verhoeven,30,Manager,Western European,2021,13082,0,0,0,1,1,0,0,0,0,0
9510e81a__5,9510e81a,5,2025-11-29,Lukas Verhoeven,30,Manager,Western European,1399,12460,0,0,0,0,-1,0,0,0,0,0
9510e81a__6,9510e81a,6,2025-12-01,Lukas Verhoeven,30,Manager,Western European,1296,12357,0,0,0,0,0,0,0,0,1,0
961a4e3f__0,961a4e3f,0,2025-11-14,Meera Krishnamurthy,45-54,Parent (Stay-at-home),South Asian,1134,12251,-1,0,0,0,0,0,1,0,0,0
961a4e3f__1,961a4e3f,1,2025-11-15,Meera Krishnamurthy,45-54,Parent (Stay-at-home),South Asian,688,11805,-1,0,0,0,0,0,1,0,0,0
961a4e3f__2,961a4e3f,2,2025-11-20,Meera Krishnamurthy,45-54,Parent (Stay-at-home),South Asian,222,11339,0,0,0,0,0,0,0,1,0,0
961a4e3f__3,961a4e3f,3,2025-11-23,Meera Krishnamurthy,45-54,Parent (Stay-at-home),South Asian,598,11715,1,0,0,0,0,0,0,1,0,0
961a4e3f__4,961a4e3f,4,2025-11-24,Meera Krishnamurthy,45-54,Parent (Stay-at-home),South Asian,613,11730,0,0,0,0,0,0,0,1,0,0
961a4e3f__5,961a4e3f,5,2025-11-30,Meera Krishnamurthy,45-54,Parent (Stay-at-home),South Asian,1058,12175,0,0,0,0,0,0,0,1,1,0
961a4e3f__6,961a4e3f,6,2025-11-30,Meera Krishnamurthy,45-54,Parent (Stay-at-home),South Asian,1054,12171,1,0,0,1,0,0,0,0,0,0
961a4e3f__7,961a4e3f,7,2025-12-02,Meera Krishnamurthy,45-54,Parent (Stay-at-home),South Asian,1094,12211,1,0,0,0,0,0,0,-1,0,0
961a4e3f__8,961a4e3f,8,2025-12-07,Meera Krishnamurthy,45-54,Parent (Stay-at-home),South Asian,665,11782,-1,0,0,0,0,0,1,0,0,0
